country,orgname,repname,watchers_count,forks,open_issues,size,52weeksactivity
Canada,phac-nml,irida,6,1,0,159331,2953
Canada,phac-nml,irida-galaxy-importer,3,0,0,218,62
Canada,phac-nml,irida-linker,1,0,0,13,5
Canada,phac-nml,irida-miseq-uploader,2,0,1,2507,419
Canada,phac-nml,neptune,5,1,0,1462,174
Canada,phac-nml,snvphyl-galaxy,0,0,0,17189,299
Canada,phac-nml,snvphyl-galaxy-cli,0,0,0,35,33
Canada,phac-nml,snvphyl-tools,0,0,0,78061,165
Canada,pwgsc,pwgsc-drupal,2,0,0,92,0
Canada,RAMP-PCAR,RAMP-PCAR,3,2,9,14584,0
Canada,RAMP-PCAR,ramp-pcar-dist,0,0,0,415448,0
Canada,RAMP-PCAR,ramp-pcar-docs,0,0,0,17060,0
Canada,RAMP-PCAR,RAMP-PCAR.github.io,2,1,0,35528,0
Canada,RAMP-PCAR,ramp-scripts,0,0,0,212,0
Canada,RAMP-PCAR,ramp-theme-canada,0,0,0,608,0
Canada,RAMP-PCAR,ramp-theme-dist,0,0,0,870788,0
Canada,RAMP-PCAR,ramp-theme-fgp-int,0,0,0,468,0
Canada,RAMP-PCAR,ramp-theme-intranet,0,0,0,572,0
Canada,RAMP-PCAR,ramp-theme-usability,0,0,0,17024,0
Canada,RAMP-PCAR,ramp-wet-dep,0,0,0,54224,0
Canada,RAMP-PCAR,RCS,0,1,0,276,0
Canada,RAMP-PCAR,terraformer-proj4js,0,0,0,14,0
Canada,RAMP-PCAR,test-pages,0,0,0,208,0
Canada,RDOQ,Accueil,0,0,0,132,0
Canada,RDOQ,TI-GVQ,0,0,0,0,0
Canada,ServiceCanada,gc-departments,0,0,0,0,0
Canada,ServiceCanada,GCWeb-ajax-definitions,0,0,0,5471,0
Canada,ServiceCanada,GCWeb-archived,0,0,0,5553,0
Canada,ServiceCanada,GCWeb-contactus,0,0,0,5563,0
Canada,ServiceCanada,GCWeb-finance-tables,0,0,0,2861,0
Canada,ServiceCanada,GCWeb-iframe,0,0,0,5589,0
Canada,ServiceCanada,GCWeb-institution,0,0,0,5510,0
Canada,ServiceCanada,GCWeb-minister-profile,0,0,0,5541,0
Canada,ServiceCanada,GCWeb-news,0,0,0,5937,0
Canada,ServiceCanada,GCWeb-organization,0,0,0,5576,0
Canada,ServiceCanada,GCWeb-section-nav-heading,0,0,0,5987,0
Canada,ServiceCanada,GCWeb-topic,0,0,0,5495,0
Canada,ServiceCanada,GCWeb-vaporize,0,0,0,5549,0
Canada,TBS-EACPD,PSES,0,0,5,4157,0
Canada,TBS-EACPD,spiders,0,0,0,17,0
Canada,thecityofcalgary,Public_Art,0,1,0,128,0
Canada,VilledeMontreal,CKAN-Extension-Export-Utilisateurs,1,0,0,104,0
Canada,VilledeMontreal,CKAN-Extension-Territoire,2,0,0,128,0
Canada,VilledeMontreal,DefiInfoNeige-Gagnant1,0,1,0,16695,0
Canada,VilledeMontreal,DefiInfoNeige-Gagnant2,0,0,0,0,0
Canada,VilledeMontreal,DefiInfoNeige-Gagnant3,0,1,0,1576,0
Canada,wet-boew,codefest,10,19,12,28823,0
Canada,wet-boew,codefest-transcripts,0,2,1,152,0
Canada,wet-boew,GCWeb,20,43,37,14595,215
Canada,wet-boew,gcweb-experimental,0,1,0,160,6
Canada,wet-boew,generator-wet-boew-theme,4,10,6,83,9
Canada,wet-boew,grunt-cssmin-ie8-clean,0,1,0,131,0
Canada,wet-boew,grunt-i18n-csv,1,2,2,233,0
Canada,wet-boew,grunt-usemin-assets,0,0,1,0,0
Canada,wet-boew,grunt-wet-boew-postbuild,0,1,0,215,0
Canada,wet-boew,node-git-simple,0,0,0,184,0
Canada,wet-boew,ol3,0,0,0,36030,1682
Canada,wet-boew,openlayers,0,0,0,14656,0
Canada,wet-boew,openlayers-dist,0,1,0,5988,0
Canada,wet-boew,spring-boot-thymeleaf,0,1,0,66,16
Canada,wet-boew,techspecs,0,0,0,0,0
Canada,wet-boew,theme-base,4,15,2,223,27
Panama,IFARHU,ifarhu.github.io,0,0,2,2452,0
Panama,IFARHU,nuget-taboga,1,0,1,36,0
Panama,IFARHU,osticket_dashing,2,2,0,708,0
Lithuania,viesujupirkimutarnyba,bvpz,0,0,0,6160,0
Lithuania,viesujupirkimutarnyba,dalyviai,0,0,0,57856,0
Lithuania,viesujupirkimutarnyba,pirkimai,0,1,0,48864,0
Lithuania,viesujupirkimutarnyba,pirkimu-duomenys,0,0,0,118739,0
Lithuania,vilnius,apklausos,0,0,0,213,2
Lithuania,vilnius,aplinka,0,2,0,14903,3
Lithuania,vilnius,atviras-vilnius-content,2,1,0,103,115
Lithuania,vilnius,bendrasisplanas,2,2,0,1444,0
Lithuania,vilnius,bin-info-app,0,2,0,1391,17
Lithuania,vilnius,biudzetas,11,1,1,229890,371
Lithuania,vilnius,carplatereader,5,1,0,144,17
Lithuania,vilnius,cpr-frontend,1,0,0,335,54
Lithuania,vilnius,cpr-server,1,0,0,7581,24
Lithuania,vilnius,darbuaktai,0,0,0,7743,2
Lithuania,vilnius,darzeliai,0,4,1,191916,1332
Lithuania,vilnius,gyventojai,3,12,0,5920,0
Lithuania,vilnius,komandiruotes,1,1,0,653,52
Lithuania,vilnius,lengvatos,2,0,0,200,0
Lithuania,vilnius,maps-vilnius,3,0,0,22381,42
Lithuania,vilnius,mazosvertespirkimai,26,1,0,5299,3
Lithuania,vilnius,meta,1,1,1,19399,4
Lithuania,vilnius,mokiniai,0,0,0,328,15
Lithuania,vilnius,oss4gov,0,0,5,13,11
Lithuania,vilnius,paslaugos,0,0,0,275,2
Lithuania,vilnius,poliklinikos,1,0,0,11768,0
Lithuania,vilnius,problemos,4,3,2,35480,366
Lithuania,vilnius,recycling,0,0,0,0,9
Lithuania,vilnius,reklamosleidimai,0,0,0,4721,29
Lithuania,vilnius,siuksliadezes,2,0,0,112,0
Lithuania,vilnius,spausdinimas,0,0,0,144,0
Lithuania,vilnius,taryba,2,2,2,12074,165
Lithuania,vilnius,traffic,1,1,0,17796,10
Lithuania,vilnius,transportas,2,0,1,31893,9
Argentina,argob,estandares,24,6,1,9079,103
Argentina,argob,iconos,0,0,0,12348,16
Argentina,argob,poncho,16,5,5,22039,130
Argentina,argob,poncho-android,0,0,0,1276,2
Argentina,argob,poncho-ios,1,1,0,640,6
Argentina,cifasis,bug-report-scripts,0,0,0,3,3
Argentina,cifasis,certificate,1,0,0,23,2
Argentina,cifasis,deep-learning-course,4,5,0,39652,17
Argentina,cifasis,hs-asn1-encoding,0,0,0,20,3
Argentina,cifasis,hs-certificate-x509,0,0,0,21,2
Argentina,cifasis,megadeth,5,1,2,38,51
Argentina,cifasis,neural-fuzzer,29,10,2,665,11
Argentina,cifasis,nosy-newt,55,10,0,30,11
Argentina,cifasis,OS-fuzzing,9,5,0,2530,0
Argentina,cifasis,QuickFuzz,96,20,15,12334,416
Argentina,cifasis,VDiscover,73,15,9,3141,32
Argentina,cifasis,vdiscover-workshop,1,2,0,1796,7
Argentina,cifasis,wavy,0,0,1,168,2
Argentina,gcba,acoso-callejero,0,1,0,984,0
Argentina,gcba,analisisMovilidadVehicular,0,0,0,307528,0
Argentina,gcba,api_sensores,0,0,1,12,0
Argentina,gcba,apmov,0,1,1,179282,0
Argentina,gcba,BADistro,14,9,2,510,0
Argentina,gcba,BAFICI,3,1,0,3304,0
Argentina,gcba,BAhackdash,0,0,0,1244,0
Argentina,gcba,baid-front,0,0,0,1032,0
Argentina,gcba,baid-openid-client-php,2,0,0,268,0
Argentina,gcba,BAPI-service_inspector,1,0,0,160,0
Argentina,gcba,BAstrap7,1,0,0,45802,0
Argentina,gcba,bawifi,4,2,0,2963,0
Argentina,gcba,captura-osc,2,1,8,8933,0
Argentina,gcba,chappa,2,0,0,3658,0
Argentina,gcba,chartRadialFisico,0,0,0,132,0
Argentina,gcba,comunas_participativas,0,1,1,4689,0
Argentina,gcba,Corredores-de-transito,0,0,0,104,0
Argentina,gcba,cursoISC,0,2,0,13608,0
Argentina,gcba,dashAPRA,0,0,0,3864,0
Argentina,gcba,datafest2014,2,2,0,181052,0
Argentina,gcba,Desafio-Minimos-Cuadrados,0,0,0,124,0
Argentina,gcba,django-oidc,0,0,0,0,0
Argentina,gcba,edac2000_cleaner,1,0,0,100,0
Argentina,gcba,educacion,1,0,0,9835,0
Argentina,gcba,egov-dashboard,0,0,0,2652,0
Argentina,inti-cmnb,Curso-KiCad-Intro,1,2,0,3513,0
Argentina,inti-cmnb,Practicas-Curso-Kicad,1,2,0,18344,0
Argentina,municipioriogrande,yacare,2,3,0,62375,0
Bolivia,adsib,20150408_ves_anup,0,0,0,4524,0
Bolivia,adsib,curso_adsib,0,0,1,144,0
Bolivia,adsib,plan_gobierno_electronico,0,2,1,1863,0
Bolivia,adsib,plan_software_libre,0,0,0,112,0
Bolivia,geobolivia,addons,0,9,0,482,0
Bolivia,geobolivia,addons_mapfishapp,1,1,0,136,0
Bolivia,geobolivia,geoutils,0,0,0,208,0
Bolivia,geobolivia,mdscan,0,1,0,221,0
Bolivia,geobolivia,scripts_calidad,0,2,0,101,0
Bolivia,geobolivia,setup-georchestra,1,0,0,112,0
Bolivia,geobolivia,sviewer,1,2,0,6161,0
Bolivia,geobolivia,visualizador,1,20,0,426,0
New Zealand,CanterburyRegionalCouncil,AirQualityMonitoringDevice,0,0,0,28,14
New Zealand,CanterburyRegionalCouncil,BUILDING-OUR-FOOTPRINTS,0,0,0,13392,0
New Zealand,CanterburyRegionalCouncil,CanterburyMaps_Android,1,0,2,133709,0
New Zealand,CanterburyRegionalCouncil,CanterburyMaps_iOS,0,0,3,25756,0
New Zealand,CanterburyRegionalCouncil,CanterburyMaps_Windows8,0,0,0,108,0
New Zealand,CanterburyRegionalCouncil,CanterburyMaps_WinPhone8,0,0,0,9704,0
New Zealand,CanterburyRegionalCouncil,ecan-webappbuilder-components,0,0,0,604,0
New Zealand,CanterburyRegionalCouncil,ESRI_Enhanced_Proxy,1,0,0,140,0
New Zealand,CanterburyRegionalCouncil,FloodInvestigationAmberley,0,0,0,3212,0
New Zealand,CanterburyRegionalCouncil,LLUR_Public_Framework,0,0,0,3380,0
New Zealand,CanterburyRegionalCouncil,MetroInfoMaps,0,0,6,4284,14
New Zealand,CanterburyRegionalCouncil,ObjectiveMatching,0,0,0,18172,0
New Zealand,CanterburyRegionalCouncil,PropertyMap,0,0,0,350,0
New Zealand,CanterburyRegionalCouncil,ProxyFileHandler,0,0,1,1672,19
New Zealand,CanterburyRegionalCouncil,Quiz,1,0,5,8754,0
New Zealand,CanterburyRegionalCouncil,RFS,0,0,0,111528,0
New Zealand,DigitalNZ,digitalnz_iphone_app,2,0,0,184,0
New Zealand,DigitalNZ,supplejack,1,0,0,1670,0
New Zealand,DigitalNZ,supplejack_api,4,3,1,2822,0
New Zealand,DigitalNZ,supplejack_api_app,0,1,0,101,0
New Zealand,DigitalNZ,supplejack_client,1,2,1,139,0
New Zealand,DigitalNZ,supplejack_common,1,1,0,722,0
New Zealand,DigitalNZ,supplejack_docker,3,4,0,145,0
New Zealand,DigitalNZ,supplejack_installation,2,0,0,228,0
New Zealand,DigitalNZ,supplejack_manager,2,4,0,807,0
New Zealand,DigitalNZ,supplejack_solr,0,2,0,42,0
New Zealand,DigitalNZ,supplejack_website,1,2,1,5824,0
New Zealand,DigitalNZ,supplejack_worker,0,4,1,398,0
New Zealand,ElectricityAuthority,eaplots3,0,0,0,83,0
New Zealand,ElectricityAuthority,gdx_grabber,0,0,0,22,0
New Zealand,ElectricityAuthority,gem,1,0,0,23756,0
New Zealand,ElectricityAuthority,LICENSE,0,0,0,152,0
New Zealand,ElectricityAuthority,PEM,0,0,0,16656,0
New Zealand,ElectricityAuthority,pocp,0,0,0,51771,0
New Zealand,ElectricityAuthority,tracing,0,0,0,31288,0
New Zealand,ElectricityAuthority,vSPD,4,7,0,12294,0
New Zealand,ElectricityAuthority,vSPD_loss_segment_calculation,0,0,0,130804,0
New Zealand,GOVTNZ,aacustomelements,0,0,0,9,0
New Zealand,GOVTNZ,featureimage,0,0,0,11,0
New Zealand,GOVTNZ,govtmintheme,0,1,0,1805,0
New Zealand,GOVTNZ,govtnz.github.io,0,0,0,27,0
New Zealand,GOVTNZ,selectupload,0,0,0,131,0
New Zealand,GOVTNZ,silverstripe-about,1,0,0,13,0
New Zealand,GOVTNZ,silverstripe-api,0,1,1,204,0
New Zealand,GOVTNZ,silverstripe-googleapi,6,4,1,10,0
New Zealand,GOVTNZ,silverstripe-googletracking,7,2,0,34,0
New Zealand,GOVTNZ,silverstripe-sqlexplorer,2,0,1,132,0
New Zealand,GOVTNZ,style-guide,0,0,0,5,0
New Zealand,GOVTNZ,web-standards,2,3,0,55487,0
New Zealand,linz,ansible-demo,0,1,0,35,0
New Zealand,linz,concord,1,2,0,21503,4
New Zealand,linz,datumgrid,0,0,0,327,0
New Zealand,linz,deformation-tools,0,0,1,2921,33
New Zealand,linz,django-demo,0,0,0,24,18
New Zealand,linz,download_ta_bdys,0,1,8,52,0
New Zealand,linz,gazetteer,0,1,0,767,0
New Zealand,linz,gazetteer_basemap,2,1,0,200,0
New Zealand,linz,lds_esri_tools,0,1,0,77,0
New Zealand,linz,liblinz-bern-perl,0,0,0,112,0
New Zealand,linz,liblinz-geodetic-perl,0,0,0,101,7
New Zealand,linz,liblinz-gnss-perl,0,2,0,259,47
New Zealand,linz,linz-bde-schema,0,0,1,69,45
New Zealand,linz,linz-bernese52-util,0,0,0,6413,32
New Zealand,linz,linz-coordsys,1,0,1,62275,19
New Zealand,linz,linz-lds-bde-schema,0,0,0,92,36
New Zealand,linz,linz-positionzpp-pcf,0,0,0,268,6
New Zealand,linz,linz-positionzpp-server,0,0,0,145,7
New Zealand,linz,linz-postgresql-functions,0,1,0,12,0
New Zealand,linz,linz_asp_uploader,2,0,0,148,0
New Zealand,linz,linz_basemaps,1,1,0,780,0
New Zealand,linz,linz_bde_copy,3,0,1,1108,0
New Zealand,linz,linz_bde_perl,2,0,0,13,0
New Zealand,linz,linz_bde_uploader,5,0,10,1081,100
New Zealand,linz,linz_utils_perl,2,0,0,19,0
New Zealand,linz,mbtileutls,0,0,0,140,0
New Zealand,localgovernment,Community,1,0,1,140,0
New Zealand,localgovernment,LINZExcel,2,0,1,22,0
New Zealand,localgovernment,Tapir,1,0,0,17,0
New Zealand,nz-mbie,mbie-r-package-public,0,0,0,924,2
New Zealand,nz-mbie,mbie-shiny-basic-egs,1,0,0,2596,0
New Zealand,nz-mbie,mbiemaps-public,0,0,0,254963,4
New Zealand,nz-mbie,MTAGDP,2,0,0,24858,6
New Zealand,nz-mbie,tourism-dashboard-public,21,11,0,24145,7
New Zealand,nz-mbie,tourism-key-stats,0,0,0,9275,0
New Zealand,opcnz,priv-o-matic,6,7,1,555,0
New Zealand,opcnz,silverstripe-gpgmailer,4,5,2,26,0
New Zealand,R9BetterAPIs,AccommodationSurvey,1,0,1,243,0
New Zealand,R9BetterAPIs,documents,0,0,0,18772,0
New Zealand,te-papa,aws-key-disabler,4,1,0,8992,31
New Zealand,te-papa,collectiondata,0,0,0,564,0
New Zealand,te-papa,collections-api,1,1,0,242,21
New Zealand,te-papa,digital-principles,0,0,0,124,0
New Zealand,te-papa,image-downloads-stats,0,0,0,1169,0
New Zealand,te-papa,personas,0,0,0,612,0
Ecuador,inamhi,AdministracionEstaciones,0,0,0,320,0
Ecuador,inamhi,DatosSAT,0,0,0,1348,0
Ecuador,inamhi,DatosVisual,0,0,0,2256,0
Ecuador,inamhi,Decodificador,0,0,0,600,0
Ecuador,inamhi,InamhiEmas,0,0,0,988,0
Ecuador,inamhi,ProcesadorParametros,0,0,0,5944,0
Ecuador,inamhi,SAT,0,0,0,9628,0
Ecuador,innovacionsnap,ckanext-snapinnovacion,0,0,1,8236,0
Ecuador,innovacionsnap,datosabiertos,0,0,0,0,0
Ecuador,innovacionsnap,plataforma-innovacion-main,0,0,0,160093,0
Ecuador,innovacionsnap,tramiton,0,0,10,104920,0
Ecuador,senescyt,bootstrap,0,0,0,1086,0
Ecuador,senescyt,capacitacion-tecnica-taller-git,0,3,0,147,0
Ecuador,senescyt,esqueleto-servicio,0,1,0,436,0
Ecuador,senescyt,estacionDesarrollo,0,0,0,116,0
Ecuador,senescyt,fachada-titulos,0,0,0,28,0
Ecuador,senescyt,MockRespuesta,0,0,0,316,0
Ecuador,senescyt,portal-ciudadano,0,0,0,24854,0
Ecuador,senescyt,procesador-carga-masiva,0,0,0,170,0
Ecuador,senescyt,provisionamiento,0,0,0,6640,0
Ecuador,senescyt,provisioning_centos,1,1,0,34384,0
Ecuador,senescyt,pruebas-rendimiento,0,1,0,402,0
Ecuador,senescyt,registro-civil-mock-wdsl,0,0,0,63500,0
Ecuador,senescyt,senescyt-e2e,0,0,0,7920,0
Ecuador,senescyt,servicio-archivos,0,0,0,545,0
Ecuador,senescyt,servicio-autenticacion,0,0,0,542,0
Ecuador,senescyt,servicio-bsg,0,0,0,449,0
Ecuador,senescyt,servicio-carga-masiva,0,0,0,1430,0
Ecuador,senescyt,servicio-firma-digital,0,0,0,579,0
Ecuador,senescyt,servicio-geografico,0,0,0,278,0
Ecuador,senescyt,servicio-oferta-academica,0,0,0,1597,0
Ecuador,senescyt,servicio-oferta-academica-2009,0,0,0,3609,0
Ecuador,senescyt,servicio-personas,0,0,0,184,0
Ecuador,senescyt,servicio-proyectos,0,0,0,993,0
Ecuador,senescyt,servicio-titulos,0,0,0,2288,0
Australia,actgov,Mobile-Canberra,93,37,1,3224,0
Australia,ausdto,apiguide,18,15,29,655,0
Australia,ausdto,backchat,3,1,0,1089,0
Australia,ausdto,biz_gov,0,0,0,1169,0
Australia,ausdto,brunch-spring-roll,1,0,1,103,0
Australia,ausdto,cga_docs,0,1,0,415,61
Australia,ausdto,choeropsis,1,0,0,41,14
Australia,ausdto,citizenship-appointment-alpha,0,0,0,2593,0
Australia,ausdto,citizenship-appointment-backend-stub,0,0,0,29,0
Australia,ausdto,citizenship-appointment-client,5,3,0,9183,0
Australia,ausdto,citizenship-appointment-server,3,3,1,1014,0
Australia,ausdto,d3-charts-dto,1,2,2,3286,0
Australia,ausdto,development-at-dto,2,2,4,20,22
Australia,ausdto,Digital-Service-Standard,15,3,4,44411,0
Australia,ausdto,discovery-guide,5,4,1,2663,0
Australia,ausdto,disco_crawl,1,2,3,288,0
Australia,ausdto,disco_layer,1,2,14,4023,0
Australia,ausdto,dto-acronyms,0,0,0,23,0
Australia,ausdto,dto-dashboard,2,4,6,2782,905
Australia,ausdto,dto-dashboard-data,0,0,0,23,0
Australia,ausdto,dto-design-guide,2,0,0,110,45
Australia,australianantarcticdatacentre,AtlasRIS,0,0,0,192,0
Australia,australianantarcticdatacentre,availability,0,1,1,3417,0
Australia,australianantarcticdatacentre,cetacean_sightings_application,0,0,0,13,0
Australia,australianantarcticdatacentre,components,0,0,0,789,0
Australia,australianantarcticdatacentre,datemoss,0,0,0,308,0
Australia,australianantarcticdatacentre,GentleR,0,0,0,4182,0
Australia,australianantarcticdatacentre,metadata_xml_convert,1,0,0,3000,0
Australia,australianantarcticdatacentre,raadsync,0,0,8,1041,0
Australia,australianantarcticdatacentre,save_emails_to_files,1,1,2,68,0
Australia,australianantarcticdatacentre,zigam,0,0,0,151,0
Australia,bom-radar,lpats,0,0,0,34,0
Australia,bom-radar,odim_h5,1,1,0,207,0
Australia,bom-radar,rapic,1,0,0,113,0
Australia,datagovau,ckan-api-examples,2,2,0,160,0
Australia,datagovau,ckanext-agls,2,3,1,8320,7
Australia,datagovau,ckanext-cesiumpreview,2,5,4,25,4
Australia,datagovau,ckanext-datagovau,1,0,0,367,18
Australia,datagovau,ckanext-datajson,1,0,0,236,1
Australia,datagovau,ckanext-dga-stats,0,5,1,194,1
Australia,datagovau,ckanext-ga-report,0,1,1,584,0
Australia,datagovau,ckanext-zippreview,0,0,0,144,4
Australia,datagovau,dga-spatialingestor,3,1,1,25,3
Australia,dpipwe,DPIPWE_Tools_Addin,0,0,0,4712,0
Australia,dpipwe,list-spatial-web-service-examples,0,1,0,10562,0
Australia,dpipwe,Scripts,0,0,0,120,0
Australia,envris,corporate-proxy-base,1,0,0,224,0
Australia,envris,docker-ci-builder,2,0,0,4,0
Australia,envris,docker-gitlab-govt,0,0,0,2,0
Australia,envris,docker-nginx-webserver,0,0,0,2,0
Australia,envris,docker-sphinx,0,0,0,2,0
Australia,envris,initiative_canvas,0,0,2,630,0
Australia,envris,jenkins-with-docker-in-docker,1,0,2,124,0
Australia,envris,nationalparks-admin,0,1,1,12,30
Australia,envris,nationalparks-docs,0,0,4,33,0
Australia,gccgisteam,GCCPlanningSchemeMap,0,0,0,1327,0
Australia,gccgisteam,leaflet-examples,3,3,0,467,0
Australia,gccgisteam,LISTDataSynchroniser,0,2,0,188,0
Australia,gccgisteam,maps-website,11,5,0,73970,0
Australia,GeoscienceAustralia,aera-api,0,0,0,94,0
Australia,GeoscienceAustralia,aera-client,0,0,1,895,0
Australia,GeoscienceAustralia,agdc,25,22,19,31487,0
Australia,GeoscienceAustralia,agdc_statistics,0,0,0,3,2
Australia,GeoscienceAustralia,amazonia,1,0,0,1013,719
Australia,GeoscienceAustralia,anuga-viewer,0,2,0,6719,0
Australia,GeoscienceAustralia,anuga_benchmarks,0,1,0,432,0
Australia,GeoscienceAustralia,anuga_core,21,16,34,39442,178
Australia,GeoscienceAustralia,anuga_user_manual,0,1,1,3694,0
Australia,GeoscienceAustralia,arr,0,0,0,263395,282
Australia,GeoscienceAustralia,aws-openquake,0,0,0,19,0
Australia,GeoscienceAustralia,azuria,0,0,0,0,0
Australia,GeoscienceAustralia,BAL,1,0,1,6476,0
Australia,GeoscienceAustralia,cloud,0,0,0,2657,59
Australia,GeoscienceAustralia,conn4D,0,1,0,5372,0
Australia,GeoscienceAustralia,datacube-ingester,0,0,0,60,77
Australia,GeoscienceAustralia,docker_hydroid_demo,0,0,0,337,92
Australia,GeoscienceAustralia,DOIMintWS,0,0,0,128,55
Australia,GeoscienceAustralia,earthsci,28,17,54,125413,0
Australia,GeoscienceAustralia,eGeodesy,1,0,5,14,29
Australia,GeoscienceAustralia,eGeodesy-parent,0,0,0,3,0
Australia,GeoscienceAustralia,eo-datasets,0,1,12,2622,129
Australia,GeoscienceAustralia,eo-tools,1,3,0,579,0
Australia,GeoscienceAustralia,eqrm,1,2,48,161509,0
Australia,GeoscienceAustralia,explorer-map-components,0,1,0,720,0
Australia,GeoscienceAustralia,explorer-rock-properties-components,1,0,0,5216,0
Australia,govcms,aclei,0,0,0,1667,0
Australia,govcms,ACORN,0,1,0,470,0
Australia,govcms,AHW_theme,0,0,0,1373,0
Australia,govcms,ARENA_theme,0,0,0,12426,0
Australia,govcms,ASADA-theme,0,0,0,636,0
Australia,govcms,audit-site,0,0,1,5,0
Australia,govcms,aviation_complaints,0,0,0,540,0
Australia,govcms,CDPP,0,0,0,1052,0
Australia,govcms,costingsbeta,0,0,0,329,0
Australia,govcms,crimtrac_theme,1,1,0,296,0
Australia,govcms,datagovblog,0,0,0,1847,0
Australia,govcms,dcomms_arts,0,1,0,4467,0
Australia,govcms,defence_ministers,0,0,0,0,0
Australia,govcms,defence_news_media,0,0,0,0,0
Australia,govcms,DoESoE,0,0,1,112,0
Australia,govcms,eex,0,0,0,671,0
Australia,govcms,FWBC,1,0,2,3458,0
Australia,govcms,govCMS,52,39,74,37437,233
Australia,govcms,govcms-ckan,2,4,7,204,0
Australia,govcms,govcms-theme,1,1,0,28651,0
Australia,govcms,govcms-theme-ci,0,1,3,846,0
Australia,govcms,govcms.gov.au-Theme,0,0,0,341,0
Australia,govcms,govcms_whitesites,0,1,2,2131,0
Australia,govcms,govdex-support,1,0,0,327,0
Australia,govcms,govstrap,1,0,0,712,0
Australia,govcms,ipaustralia_psb_theme,1,0,0,202,0
Australia,govcms,MHS_theme,0,0,0,632,0
Australia,govcms,MTPC_theme,0,0,0,8130,0
Australia,govcms,nccgr,0,0,0,2904,0
Australia,govcms,ona-theme,1,0,0,2768,0
Australia,govcms,PEQA_theme,0,0,0,322,0
Australia,govcms,PSIT_theme,0,0,0,749,0
Australia,govcms,scer,0,0,0,2451,0
Australia,govcms,SDI_theme,0,0,0,512,0
Australia,govcms,site-backup,0,0,0,5,0
Australia,govcms,skillselect,0,0,0,3380,0
Australia,govcms,smoke-tests,0,0,0,13,0
Australia,govcms,staysmartonline_theme,0,0,12,860,0
Australia,hiscom,avh-biocase,0,0,0,117,0
Australia,hiscom,avh-testing,1,0,6,0,0
Australia,hiscom,hispid,3,0,30,1912,0
Australia,hiscom,hispid5,0,0,0,276,0
Australia,hiscom,wiki,0,0,0,57,0
Australia,innovationgovau,apprenticeships_map,0,0,0,276,0
Australia,innovationgovau,Australian-Apprenticeships-Ambassadors-Booking-Form,0,0,0,104,0
Australia,innovationgovau,Australian-Apprenticeships-Ambassadors-Map,0,0,0,140,0
Australia,innovationgovau,Australian-Apprenticeships-Theme,0,0,0,432,0
Australia,innovationgovau,ctm_google_qr_code,0,0,0,136,0
Australia,innovationgovau,elfinder,0,0,0,456,0
Australia,innovationgovau,foundation-make,0,0,0,180,0
Australia,innovationgovau,Industry-Innovation-Competitiveness-Agenda-Form,0,0,0,128,0
Australia,innovationgovau,webform_extra_permissions,0,0,0,100,0
Australia,innovationgovau,webform_options,0,0,0,120,0
Australia,innovationgovau,webform_reset,0,0,0,100,0
Australia,Landgate,findmypollingplace,0,0,0,264,0
Australia,Landgate,govhack,2,2,1,1387,0
Australia,Landgate,GovHack-2014,1,1,0,140,0
Australia,Landgate,Locate,7,2,0,197,0
Australia,Landgate,Sandbox,0,0,0,152,0
Australia,Landgate,slip-code-samples,3,0,0,164,0
Australia,Landgate,SLIP-Demos,0,0,0,476,0
Australia,Landgate,slip-developer-documentation,4,0,1,336,0
Australia,Landgate,Unearthed,3,2,0,1265,0
Australia,museumvictoria,bunurong-fieldguide-Android,2,7,0,13908,0
Australia,museumvictoria,bunurong-fieldguide-iOS,2,0,0,29556,0
Australia,museumvictoria,collections-online,8,0,0,14980,0
Australia,museumvictoria,describe-me,4,1,0,974,0
Australia,museumvictoria,digital-labels,1,0,0,1032,0
Australia,museumvictoria,genera-ios,4,1,0,25688,0
Australia,museumvictoria,mv-fieldguide-android,6,8,0,16400,0
Australia,museumvictoria,mv-fieldguide-ios,17,2,0,1824,0
Australia,museumvictoria,mv-genera-ios-swift,1,1,0,834,0
Australia,museumvictoria,nodel,16,5,21,2182,0
Australia,museumvictoria,nodel-recipes,2,1,4,315,0
Australia,nla,ambercli,0,0,0,176,0
Australia,nla,amberdb,1,1,0,2855,624
Australia,nla,aspace_reftracker,0,0,0,41,2
Australia,nla,bamboo,3,3,5,1609,160
Australia,nla,banjo-scripts,0,0,0,12710,133
Australia,nla,butterflynet,0,0,3,108,21
Australia,nla,crashbase,0,0,0,4,2
Australia,nla,dl-models,0,0,0,99,49
Australia,nla,doss,0,1,8,1715,21
Australia,nla,doss-dash,0,0,0,117,2
Australia,nla,doss-fuse,0,0,0,14,18
Australia,nla,doss-nfsd,0,0,0,284,7
Australia,nla,incident-room,0,0,0,10,4
Australia,nla,jelly-solr,1,0,0,273,45
Australia,nla,jvmctl,1,1,8,108,38
Australia,nla,Net-Z3950-ZOOM,0,0,0,180,0
Australia,nla,nla-music-android,0,0,0,6983,4
Australia,nla,nlaharvester,1,0,0,1196,0
Australia,nla,oclc-dbutils,0,0,0,227,6
Australia,NSWPlanning,data-verification-tool,1,0,11,4235,0
Australia,NSWPlanning,edais,1,0,0,35132,0
Australia,NSWPlanning,tutorial,0,0,0,115,0
Australia,NSWRFS,Status,0,0,0,16232,0
Australia,NSWRFS,TaskBasedAssessment,0,4,0,2416,0
